file ; preprocess ; preprocesstime ; abs ; abstime ; solver ; result ; solvetime
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; dataabs2 ; 0:00.06  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; dataabs2acker ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.11 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; dataabs2c2 ; 0:00.64  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; dataabs2c2acker ; 0:00.84  ; 120sz3 ; timeout solver      ; 2:00.31 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; 120sdatabs ; 0:01.01  ; 120sz3 ; unsat      ; 0:00.10 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; 120sdatabsacker ; 0:01.16  ; 120sz3 ; unsat      ; 0:00.07 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; dataabs2 ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; dataabs2acker ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; dataabs2c2 ; 0:00.71  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; dataabs2c2acker ; 0:00.91  ; 120sz3 ; timeout solver      ; 2:00.32 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava1 ; 0:00.01  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; 120sdatabs ; 0:00.93  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; 120sdatabsacker ; 0:01.04  ; 120sz3 ; unsat      ; 0:00.07 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2 ; 0:00.03  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2acker ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.07 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2c2 ; 0:00.46  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2c2acker ; 0:00.98  ; 120sz3 ; timeout solver      ; 2:00.29 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjava2 ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.07 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; 120sdatabs ; 0:00.98  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; 120sdatabsacker ; 0:00.78  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.13 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; dataabs2 ; 0:00.03  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; dataabs2acker ; 0:00.10  ; 120sz3 ; unsat      ; 0:00.16 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; dataabs2c2 ; 0:00.71  ; 120sz3 ; timeout solver      ; 2:00.01 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; dataabs2c2acker ; 0:01.11  ; 120sz3 ; timeout solver      ; 2:00.23 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.05 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; 120sdatabs ; 0:01.29  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; 120sdatabsacker ; 0:01.31  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2 ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.05 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2acker ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.14 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2c2 ; 0:00.61  ; 120sz3 ; timeout solver      ; 2:00.01 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.10 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted1 ;  ; dataabs2c2acker ;  ; 120sz3 ;  ; 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; 120sdatabs ; 0:01.08  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; 120sdatabsacker ; 0:00.92  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2 ; 0:00.03  ; 120sz3 ; unsat      ; 0:00.10 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2acker ; 0:00.04  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2c2 ; 0:00.69  ; 120sz3 ; timeout solver      ; 2:00.01 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2c2acker ; 0:01.05  ; 120sz3 ; timeout solver      ; 2:00.11 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavahinted2 ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.07 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; 120sdatabs ; 0:01.06  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; 120sdatabsacker ; 0:01.27  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; dataabs2 ; 0:00.03  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; dataabs2acker ; 0:00.05  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; dataabs2c2 ; 0:00.73  ; 120sz3 ; timeout solver      ; 2:00.01 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; dataabs2c2acker ; 0:01.03  ; 120sz3 ; timeout solver      ; 2:00.13 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted ; 0:00.01  ; noabs ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 120sdatabs ; 0:01.20  ; 120sz3 ; unsat      ; 0:00.11 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 120sdatabsacker ; 0:01.21  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2 ; 0:00.04  ; 120sz3 ; unsat      ; 0:00.14 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2acker ; 0:00.04  ; 120sz3 ; unsat      ; 0:00.05 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2c2 ; 0:00.47  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2c2acker ; 0:01.21  ; 120sz3 ; timeout solver      ; 2:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; noabs ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; 120sdatabs ; 0:01.11  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; 120sdatabsacker ; 0:01.19  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; 30svaphor ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.10 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; dataabs2 ; 0:00.04  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; dataabs2acker ; 0:00.04  ; 120sz3 ; unsat      ; 0:00.08 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; dataabs2c2 ; 0:00.72  ; 120sz3 ; timeout solver      ; 2:00.01 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; dataabs2c2acker ; 0:01.11  ; 120sz3 ; timeout solver      ; 2:00.12 
ModifiedSAS16exp/buggy/esop2010_array_reverse_buggy ; 10scvjavaoldhinted2 ; 0:00.04  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.06 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; 120sdatabs ; 0:05.17  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; 120sdatabsacker ; 0:05.05  ; 120sz3 ; unsat      ; 0:00.15 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.23 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; dataabs2 ; 0:00.09  ; 120sz3 ; unsat      ; 0:00.24 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; dataabs2acker ; 0:00.13  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; dataabs2c2 ; 0:08.69  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.13 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; 120sdatabs ; 0:05.33  ; 120sz3 ; unsat      ; 0:00.21 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; 120sdatabsacker ; 0:05.39  ; 120sz3 ; unsat      ; 0:00.16 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; dataabs2 ; 0:00.08  ; 120sz3 ; unsat      ; 0:00.21 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; dataabs2acker ; 0:00.11  ; 120sz3 ; unsat      ; 0:00.16 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; dataabs2c2 ; 0:07.85  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; dataabs2c2acker ; 0:17.09  ; 120sz3 ; timeout solver      ; 2:00.09 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava1 ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.09 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; 120sdatabs ; 0:04.50  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; 120sdatabsacker ; 0:05.73  ; 120sz3 ; unsat      ; 0:00.13 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.24 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2 ; 0:00.08  ; 120sz3 ; unsat      ; 0:00.18 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2acker ; 0:00.14  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2c2 ; 0:08.14  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; dataabs2c2acker ; 0:15.54  ; 120sz3 ; timeout solver      ; 2:00.05 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava2 ; 0:00.00  ; noabs ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.13 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjava ;  ; dataabs2c2acker ;  ; 120sz3 ;  ; 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; 120sdatabs ; 0:05.61  ; 120sz3 ; unsat      ; 0:00.21 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; 120sdatabsacker ; 0:05.40  ; 120sz3 ; unsat      ; 0:00.13 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.18 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; dataabs2 ; 0:00.08  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; dataabs2acker ; 0:00.11  ; 120sz3 ; unsat      ; 0:00.24 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; dataabs2c2 ; 0:07.80  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; dataabs2c2acker ; 0:15.61  ; 120sz3 ; timeout solver      ; 2:00.09 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted ; 0:00.01  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; 120sdatabs ; 0:05.41  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; 120sdatabsacker ; 0:05.31  ; 120sz3 ; unsat      ; 0:00.17 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.26 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2 ; 0:00.08  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2acker ; 0:00.11  ; 120sz3 ; unsat      ; 0:00.26 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; dataabs2c2 ; 0:08.19  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ; 0:00.00  ; noabs ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.14 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted1 ;  ; dataabs2c2acker ;  ; 120sz3 ;  ; 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; 120sdatabs ; 0:05.04  ; 120sz3 ; unsat      ; 0:00.21 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; 120sdatabsacker ; 0:05.28  ; 120sz3 ; unsat      ; 0:00.17 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.19 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2 ; 0:00.08  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2acker ; 0:00.16  ; 120sz3 ; unsat      ; 0:00.29 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2c2 ; 0:07.73  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; dataabs2c2acker ; 0:16.66  ; 120sz3 ; timeout solver      ; 2:00.04 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavahinted2 ; 0:00.00  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.15 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; 120sdatabs ; 0:05.53  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; 120sdatabsacker ; 0:04.48  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; dataabs2 ; 0:00.09  ; 120sz3 ; unsat      ; 0:00.36 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; dataabs2acker ; 0:00.15  ; 120sz3 ; unsat      ; 0:00.16 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; dataabs2c2 ; 0:08.43  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; dataabs2c2acker ; 0:15.71  ; 120sz3 ; timeout solver      ; 2:00.04 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted ; 0:00.02  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 120sdatabs ; 0:04.69  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 120sdatabsacker ; 0:05.53  ; 120sz3 ; unsat      ; 0:00.16 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; 30svaphor ; 0:00.02  ; 120sz3 ; unsat      ; 0:00.20 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2 ; 0:00.10  ; 120sz3 ; unsat      ; 0:00.22 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2acker ; 0:00.15  ; 120sz3 ; unsat      ; 0:00.24 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2c2 ; 0:08.40  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; dataabs2c2acker ; 0:16.64  ; 120sz3 ; timeout solver      ; 2:00.06 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted1 ; 0:00.02  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.14 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; 120sdatabs ; 0:04.71  ; 120sz3 ; unsat      ; 0:00.17 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; 120sdatabsacker ; 0:04.64  ; 120sz3 ; unsat      ; 0:00.12 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; 30svaphor ; 0:00.01  ; 120sz3 ; unsat      ; 0:00.27 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; dataabs2 ; 0:00.14  ; 120sz3 ; unsat      ; 0:00.23 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; dataabs2acker ; 0:00.11  ; 120sz3 ; unsat      ; 0:00.19 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; dataabs2c2 ; 0:08.53  ; 120sz3 ; timeout solver      ; 2:00.00 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; dataabs2c2acker ; 0:16.69  ; 120sz3 ; timeout solver      ; 2:00.07 
ModifiedSAS16exp/buggy/esop2010_mergeinterleave_buggy ; 10scvjavaoldhinted2 ; 0:00.02  ; noabs ; 0:00.00  ; 120sz3 ; unsat      ; 0:00.15 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; 120sdatabs ; 0:01.01  ; 120sz3 ; timeout solver      ; 2:00.04 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; 120sdatabsacker ; 0:00.87  ; 120sz3 ; timeout solver      ; 2:00.03 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; 30svaphor ; 0:00.00  ; 120sz3 ; sat      ; 0:01.00 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; dataabs2 ; 0:00.05  ; 120sz3 ; timeout solver      ; 2:00.02 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; dataabs2acker ; 0:00.05  ; 120sz3 ; timeout solver      ; 2:00.05 
ModifiedSAS16exp/Correct/esop2010_arrayappend ; 10scvjava ; 0:00.01  ; dataabs2c2 ; 0:00.45  ; 120sz3 ; timeout solver      ; 2:00.01 
