                                                                                                                  120sdatabs 120sdatabsacker   30svaphor  dataabs2      dataabs2acker       dataabs2c2     dataabs2c2acker    noabs     
BUGGY                                                     HINTED     #FILEScorrect                                         4                 4          4             4                   4              0                  1          4
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   3              3                  2          3         23
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  1          0          1
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_array_strcpy            hinted      120sz3      notbuggy   Max - iscorrect               0                 1          0             0                   1              0                  0          0          1
                                                                                             Sum - iscorrect               0                 2          0             0                   6              0                  0          0          8
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               6                 4          6             6                   0              6                  5          6         39
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  1          0          1
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   1              0                  0          0          1
                                                                                             Sum - iscorrect               0                 0          0             0                   3              0                  0          0          3
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   0              3                  2          3         20
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  1          0          1
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_array_strlen            hinted      120sz3      notbuggy   Max - iscorrect               1                 1          0             1                   1              0                  1          0          1
                                                                                             Sum - iscorrect               4                 4          0             4                   6              0                  6          0         24
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               2                 2          6             2                   0              6                  0          6         24
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   1              0                  1          0          1
                                                                                             Sum - iscorrect               0                 0          0             0                   3              0                  3          0          6
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   0              3                  0          3         18
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_array_swapncopy         hinted      120sz3      notbuggy   Max - iscorrect               1                 1          0             1                   1              0                  0          0          1
                                                                                             Sum - iscorrect               4                 4          0             6                   6              0                  0          0         20
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               2                 2          6             0                   0              6                  6          6         28
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   3              3                  3          3         24
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_arrayappend             hinted      120sz3      notbuggy   Max - iscorrect               1                 1          1             1                   1              0                  0          0          1
                                                                                             Sum - iscorrect               3                 3          2             2                   4              0                  0          0         14
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          4             4                   2              6                  1          6         29
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  5          0          5
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          1             0                   0              0                  0          0          1
                                                                                             Sum - iscorrect               0                 0          3             0                   0              0                  0          0          3
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          0             3                   3              3                  2          3         20
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  1          0          1
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_arrayfind               hinted      120sz3      notbuggy   Max - iscorrect               1                 1          1             1                   1              0                  1          0          1
                                                                                             Sum - iscorrect               6                 6          4             6                   6              0                  6          0         34
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               0                 0          2             0                   0              6                  0          6         14
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   1              0                  1          0          1
                                                                                             Sum - iscorrect               0                 0          0             0                   3              0                  3          0          6
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   0              3                  0          3         18
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_arrayfindnonnull        hinted      120sz3      notbuggy   Max - iscorrect               1                 1          1             1                   1              0                  1          0          1
                                                                                             Sum - iscorrect               6                 6          6             6                   6              0                  6          0         36
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               0                 0          0             0                   0              6                  0          6         12
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   1              0                  1          0          1
                                                                                             Sum - iscorrect               0                 0          0             0                   3              0                  3          0          6
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   0              3                  0          3         18
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
ModifiedSAS16exp/Correct/esop2010_memcpy                  hinted      120sz3      notbuggy   Max - iscorrect               1                 1          0             1                   1              0                  0          0          1
                                                                                             Sum - iscorrect               6                 6          0             6                   6              0                  0          0         24
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               0                 0          6             0                   0              6                  4          6         22
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  2          0          2
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               3                 3          3             3                   3              3                  2          3         23
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  1          0          1
                                                                                             Sum - isunknown               0                 0          0             0                   0              0                  0          0          0
NSAD2020_running_example                                  hinted      120sz3      notbuggy   Max - iscorrect               1                 1          0             0                   1              0                  1          0          1
                                                                                             Sum - iscorrect               3                 4          0             0                   3              0                  4          0         14
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               2                 2          2             2                   3              6                  2          0         19
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               1                 0          4             4                   0              0                  0          6         15
                                                          nothinted   120sz3      notbuggy   Max - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - iscorrect               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunsound               0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - istimeout               1                 3          3             3                   3              3                  3          0         19
                                                                                             Sum - iserror                 0                 0          0             0                   0              0                  0          0          0
                                                                                             Sum - isunknown               2                 0          0             0                   0              0                  0          3          5
Total Max - iscorrect                                                                                                      1                 1          1             1                   1              0                  1          1          1
Total Sum - iscorrect                                                                                                     89                93         61            84                 106              0                 51         36        520
Total Sum - isunsound                                                                                                      0                 0          0             0                   0              0                  0          0          0
Total Sum - istimeout                                                                                                     52                51         79            56                  38            144                 73         99        592
Total Sum - iserror                                                                                                        0                 0          0             0                   0              0                 20          0         20
Total Sum - isunknown                                                                                                      3                 0          4             4                   0              0                  0          9         20
