file;preprocess;preprocesstime;abs;abstime;solver;result;solvetime
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn1;0:00.00;vaphor_cell2;0:00.01;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell2;0:00.70;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.79
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell2;0:00.70;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.80
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell2;0:00.30;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell2;0:00.30;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;vaphor_cell2;0:00.02;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_hinted_pn2;0:00.00;vaphor_cell2;0:00.02;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_acker_cell2;0:00.64;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.75
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_acker_cell2;0:00.64;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.75
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_basic_cell2;0:00.32;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.01
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;dataabs_basic_cell2;0:00.32;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.09
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;vaphor_cell2;0:00.01;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.09
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn0;0:00.00;vaphor_cell2;0:00.01;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_acker_cell2;0:00.62;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.78
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_acker_cell2;0:00.62;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.79
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_basic_cell2;0:00.36;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;dataabs_basic_cell2;0:00.36;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.09
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;vaphor_cell2;0:00.01;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.08
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn1;0:00.00;vaphor_cell2;0:00.01;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_acker_cell2;0:00.56;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.80
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_acker_cell2;0:00.56;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.85
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_basic_cell2;0:00.38;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;dataabs_basic_cell2;0:00.38;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.00
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.02
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;vaphor_cell1;0:00.01;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;vaphor_cell1;0:00.01;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_copyodd_buggy;600scvjava_nohints_pn2;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_acker_cell2;0:00.10;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.20
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_acker_cell2;0:00.10;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.18
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_basic_cell1;0:00.02;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_basic_cell1;0:00.02;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_basic_cell2;0:00.07;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.01
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;dataabs_basic_cell2;0:00.07;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.01
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.06
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn0;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_acker_cell1;0:00.04;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_acker_cell2;0:00.09;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.23
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_acker_cell2;0:00.09;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.20
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_basic_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_basic_cell2;0:00.07;z3_satrd0_slsrd_0_spacerrd0;timeoutsolver;0:40.01
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;dataabs_basic_cell2;0:00.07;z3_satrd0_slsrd_0_spacerrd1;timeoutsolver;0:40.02
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.09
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;noabs;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.07
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;vaphor_cell1;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn1;0:00.00;vaphor_cell2;0:00.00;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.05
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell1;0:00.03;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.03
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell2;0:00.26;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.18
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_acker_cell2;0:00.26;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.22
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell1;0:00.02;z3_satrd0_slsrd_0_spacerrd0;unsat;0:00.04
ModifiedSAS16exp/buggy/esop2010_array_initeven_buggy;600scvjava_hinted_pn2;0:00.00;dataabs_basic_cell1;0:00.02;z3_satrd0_slsrd_0_spacerrd1;unsat;0:00.04
